username,created_at,lng,lat,text,,,,,,
Kmeenak67508337, Wed Jan 27 02:02:01 +0000 2021,78.289703,10.81879, All my Twitter friends https://t.co/DnISkeay0l ,,,,,,
KSMB77, Wed Jan 27 02:02:01 +0000 2021,77.556422,13.075209, @SagarKCult @Proud_SUDEEPian @KicchaSudeep Avnde avn madalla saryagi #VikrantRonaOnBurjKhalifa #KicchaSudeep… https://t.co/O53J47ApVq ,,,,,,
Acsacs17, Wed Jan 27 02:02:01 +0000 2021,78.289703,10.81879, @vimal043 இதை முழு பதிவாக dmல அனுப்ப முடியுமாங்க ஜீ ,,,,,,
SONUSID51620806, Wed Jan 27 02:02:03 +0000 2021,73.87756,26.628415, @gurjindernatt96 @pbhushan1 अब जब देश और कौम को कंलकित कर दिया है तो क्या फायदा ऐसी सफाई देने का तब तो बड़े बड़े ब… https://t.co/tqeqpElBTd ,,,,,,
s4saravv, Wed Jan 27 02:02:06 +0000 2021,80.217612,13.013219, @RjAadhi2point0 இந்த போட்டோல வேணா இருக்கலாம் 😁 ,,,,,,
safarmeinsd, Wed Jan 27 02:02:07 +0000 2021,85.843528,20.277511, Just posted a photo @ Shree Ram Temple, Bhubaneswar https://t.co/aRLtdTi3Qz ,,,,,
Mahendr10891497, Wed Jan 27 02:02:07 +0000 2021,72.91801,19.377516, @NPCI_BHIM सर मैं भीम से irctc को पे किया था टिकट कैंसल करने पे अभी तक पैसा A/C में नही आया irctc बोल रहा है पैसा… https://t.co/cJ0d2u5ifL ,,,,,,
aviscaar, Wed Jan 27 02:02:08 +0000 2021,84.13302,28.39085, @ImSeema18 गफ नदेऊ माया ।बरु कसको माया जाल मा परेकी छेउ ,,,,,,
BarunBose13, Wed Jan 27 02:02:10 +0000 2021,81.358745,21.158141, @AtulSet27819213 👌👌👌 ,,,,,,
SicairosDavid, Wed Jan 27 02:02:11 +0000 2021,72.895249,19.047889, @neurohacker ⬅️ℹSlow down and #breath. . .The more you #know ℹ🌞 @ USA https://t.co/fbzODUWO3H ,,,,,,
sri_properties, Wed Jan 27 02:02:12 +0000 2021,78.289703,10.81879, https://t.co/n5r7cRfXzs ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:02:13 +0000 2021,72.874244,19.17414, @Raza_1117 @1Naazli Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
VASANTH80146871, Wed Jan 27 02:02:14 +0000 2021,77.517136,12.918948, Just posted a photo @ Raja Rajeshwari Nagar, Bangalore South https://t.co/Fo3VJR7Thg ,,,,,
Anirudh02907859, Wed Jan 27 02:02:16 +0000 2021,83.395746,21.86799, @Chandra56542698 ऊँ गण गण गणपतये नमः सुबह की राम राम जी भैया 🙏🙏 ,,,,,,
iarpitgandhi, Wed Jan 27 02:02:16 +0000 2021,73.083739,22.241324, ॐ जय श्री हनुमंते नमः.....सीता राम सीता रामसीता राम सीता राम सीताराम कहियेजाहि विधि राखे राम ताहि विधि रहिये..🌟… https://t.co/R96wSZJGu1 ,,,,,,
Kanhaiyavibhava, Wed Jan 27 02:02:18 +0000 2021,85.353985,25.749899, @BBCHindi अगली बारी हमारी चाहे वो जिस रूप में हो 😢😢😢 ,,,,,,
OfficiallShonky, Wed Jan 27 02:02:21 +0000 2021,73.87756,26.628415, @diljitdosanjh Happy republic day ,,,,,,
DKSINGHYADAV6, Wed Jan 27 02:02:22 +0000 2021,80.867555,27.139758, #savegujaratnre Please stop liquidation. Save running Industries, save job create more employment and also save ou… https://t.co/CbDDt4mL8a ,,,,,
supersaunik, Wed Jan 27 02:02:23 +0000 2021,73.884382,18.520764, @dmuthuk Sir he was send to tihar for funding tehelka which exposed kickbacks in arms procurement , do u support corruption pls clarify ,,,,,
Tamil65283970, Wed Jan 27 02:02:24 +0000 2021,78.289703,10.81879, @Magi_offc Morning ☕#Valimai #ThalaAjith ,,,,,,
Ushfac, Wed Jan 27 02:02:27 +0000 2021,73.226307,3.201397, If one knows if one enjoys being alone, it means they are definitely better organized  psychologically emotionally… https://t.co/bWIY5TrZqk ,,,,,
AnsariirfanAns6, Wed Jan 27 02:02:28 +0000 2021,72.874244,19.17414, @AizaMalik22 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
DrVivekjoshi007, Wed Jan 27 02:02:31 +0000 2021,76.319629,15.029557, Ahimsa ahimsa keheke hum ko naamard bana diya hai BC ,,,,,,
Ethiraj25048473, Wed Jan 27 02:02:31 +0000 2021,78.941172,12.960325, @meena4136 உங்களை பின் தொடந்துள்ளேன்.🙏🙏🙏 ,,,,,,
VASANTH80146871, Wed Jan 27 02:02:27 +0000 2021,77.517136,12.918948, Just posted a photo @ Raja Rajeshwari Nagar, Bangalore South https://t.co/K4V2wIljD5 ,,,,,
bharatp50025191, Wed Jan 27 02:02:33 +0000 2021,82.321703,20.948127, #ConstitutionOfTheSupremeGod 🛐 भक्ति न करने वाले या शास्त्रविरुद्ध भक्ति करने वाले को यम के दूत भुजा पकड़कर ले जाएं… https://t.co/i8pidwfMVO ,,,,,,
shubham70249, Wed Jan 27 02:02:36 +0000 2021,82.321703,20.948127, @cricketcomau is that starc in india?? ,,,,,,
zvNC0Euu0zuNHLh, Wed Jan 27 02:02:39 +0000 2021,72.570232,23.013959, @Moni_09976 जय गणेश देवा 🙏 ,,,,,,
VASANTH80146871, Wed Jan 27 02:02:39 +0000 2021,77.517136,12.918948, Just posted a photo @ Raja Rajeshwari Nagar, Bangalore South https://t.co/pHAhZ33cnc ,,,,,
pratikpatilll, Wed Jan 27 02:02:39 +0000 2021,76.771244,18.817911, @Patilke15378181 परवानगी आता लवकरच मिळणार आहेम्हणून @WesternRly सर्व लोकल फेऱ्या सुरू करत आहे ,,,,,,
TheNameIsManu4, Wed Jan 27 02:02:40 +0000 2021,84.13302,28.39085, आज एक बर्ष भय छ एक जना कोरोना नेपाल मा देखिय को 🙄#COVIDー19 ,,,,,,
aviscaar, Wed Jan 27 02:02:40 +0000 2021,84.13302,28.39085, @harishneupane हाम्रो अस्पताल को पालो कहिले आउला सर ।। ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:02:41 +0000 2021,72.874244,19.17414, @abidMalik349 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
rdeepan721, Wed Jan 27 02:02:43 +0000 2021,78.211198,11.784686, Just posted a photo @ Yercaud Hill Station https://t.co/92Sc7tfDH6 ,,,,,,
Anirudh02907859, Wed Jan 27 02:02:47 +0000 2021,83.395746,21.86799, @Real__Abhi @AyushSi63554501 जय श्री गणेश जी 🙏🙏 शुप्रभातम् जी ,,,,,,
VASANTH80146871, Wed Jan 27 02:02:49 +0000 2021,77.517136,12.918948, Just posted a photo @ Raja Rajeshwari Nagar, Bangalore South https://t.co/yxXCqGtP2z ,,,,,
Biharilund1, Wed Jan 27 02:02:49 +0000 2021,82.584181,19.938705, @Rishikapatel143 Link ,,,,,,
Pradhanstweet, Wed Jan 27 02:02:50 +0000 2021,85.170203,19.783872, @HansrajMeena देश की छबि खराब करने वाले को सीधा गोली मारो ,,,,,,
KSMB77, Wed Jan 27 02:02:50 +0000 2021,77.556422,13.075209, @Kicchaism4ever @Proud_SUDEEPian @KicchaSudeep Darshan side role madtavne movie li#VikrantRonaOnBurjKhalifa… https://t.co/uMutr25xWU ,,,,,,
Ramnara16760062, Wed Jan 27 02:02:50 +0000 2021,85.811298,25.904119, 🚩#या 🥀#देवी 🥀#सर्वभूतेषु 🥀#सविता 🥀#रुपेण 🥀#संस्थिता🥀 #नमस्तस्यै🥀 🥀#नमस्तस्यै 🥀#नमस्तस्यै 🥀#नमो 🥀🥀#नम:🥀       🚩#जय… https://t.co/mhcQpsRwM4 ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:02:52 +0000 2021,72.874244,19.17414, @Shabnam_4 @1Naazli Walequmassalam ,,,,,,
itsrajesh__, Wed Jan 27 02:02:53 +0000 2021,84.440852,20.188653, @brajendramshr Good morning ,,,,,,
ArjunGanj, Wed Jan 27 02:02:54 +0000 2021,80.764796,15.893908, 88) Demonitization - Heritage -BIg bazaar ఒప్పందం89) Heritage డైరెక్టర్ గా ఉన్న అహుజా కి చెందిన ఆసియన్ paints కోసం… https://t.co/Ewo5cVQers ,,,,,,
DKSINGHYADAV6, Wed Jan 27 02:02:58 +0000 2021,80.867555,27.139758, #savegujaratnre Fearing job losses, Gujarat NRE Coke employees campaign for a revival https://t.co/LA7uHLENEq ,,,,,
TheNameIsManu4, Wed Jan 27 02:03:06 +0000 2021,84.13302,28.39085, @Iamsapanasah @Rai_Aangush @Karunak68 @WraeeHiron @Cj4yjiZ @Rajin19398199 @Kunti2K @paudel_tek @SuvamKoirala2… https://t.co/arvHLVEIEs ,,,,,,
3eabe24b1b374dd, Wed Jan 27 02:03:07 +0000 2021,83.983389,24.93897, ऐसे अन्नदाताओं का अन्न खाने से जो उग्रवादी की तरह लगते हैं मैं भूखा रहना पसंद करूंगा ,,,,,,
Chandru67444563, Wed Jan 27 02:03:08 +0000 2021,80.045128,13.121379, @RangarajPandeyR Election ku ennum naal eruku So nallathai seinga ,,,,,,
fozisidd, Wed Jan 27 02:03:10 +0000 2021,67.042194,24.905076, @DrNausheenPTI Subhan Allah ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:03:11 +0000 2021,72.874244,19.17414, @I_M_Ali_1 @Kiranroshni4 Walequmassalam 🌷 wo rehmetullhahi wo baraqatohu ,,,,,,
aPXYs7tHUfc6H1A, Wed Jan 27 02:03:13 +0000 2021,82.321703,20.948127, #ConstitutionOfTheSupremeGodपरमात्मा के सविधान पुर्ण संत को दिया गया दान हजारो लाखों गुणा शुभ फल देता है तथा मो… https://t.co/IFMvIV8IPS ,,,,,,
mansari53578006, Wed Jan 27 02:03:15 +0000 2021,81.358745,21.158141, ये तो अपमान ही नही अपराध भी हैगोदी मिडिया को भी पता है, नही तो खूब वाहवाही लूटने की होड़ मची होती। ,,,,,
Brajesheso, Wed Jan 27 02:03:15 +0000 2021,84.787892,26.637912, Bravo @DelhiPolice ! So long as You all are with Righteousness nothing Can happen to you all. You all will stand Vi… https://t.co/ESg1E4XUa1 ,,,,,,
ASinghanshu, Wed Jan 27 02:03:16 +0000 2021,83.808801,25.496536, @Priyaa_Singh0 @Alokprakash007 बंदूक तुम्हारी खाली थी या निशाना तुम्हारा चुक गया दो कौड़ी का कुत्ता तिरंगा कैसे फेक… https://t.co/5FigSC9KVN ,,,,,,
Kishoprajapati, Wed Jan 27 02:03:21 +0000 2021,72.271104,25.003393, धोखेबाज लोगो से दूर रहे ये लोग जुगनू की तरह होते है जो रोशनी दिखाकर अँधेरो की तरफ ले जाते है ,,,,,,
s4saravv, Wed Jan 27 02:03:24 +0000 2021,78.289703,10.81879, @Lavanya_Offcl பார்த்தா உடம்பு சரியில்லாம இருந்த மாதிரி தெர்லயே 🤔 ,,,,,,
Satishc65122179, Wed Jan 27 02:03:24 +0000 2021,83.777535,26.500299, @IncKinju @AshaMis07287144 केंद्रीय नेतृत्व ने गणतंत्र दिवस को मजाक बना दिया ,,,,,,
binaynpj, Wed Jan 27 02:03:24 +0000 2021,84.13302,28.39085, कैसी अजीब शर्त है दीदार के लिएआँखें जो बंद हों तो वो जल्वा दिखाई दे-कृष्ण बिहारी नूरGood morning 🌄 ,,,,,,
Ramnara16760062, Wed Jan 27 02:03:26 +0000 2021,85.811298,25.904119, @KumarManojGmail जय श्री राम ,,,,,,
BantiNa15089677, Wed Jan 27 02:03:27 +0000 2021,78.420229,23.970895, @SutapaSingh किसान एकता जिंदाबाद ,,,,,,
shivare46619067, Wed Jan 27 02:03:27 +0000 2021,78.598259,17.365103, @710b5008642848f Very Good Morning GuruJi ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:03:29 +0000 2021,72.874244,19.17414, @Israr_Afzal12 @Kiranroshni4 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
Ramnara16760062, Wed Jan 27 02:03:38 +0000 2021,85.811298,25.904119, @Ashutosh995557 जय श्री राधे कृष्णा 🌷 ,,,,,,
HemantK53754541, Wed Jan 27 02:03:39 +0000 2021,80.867555,27.139758, बढ़ते कदमो को ना रुकने दे ऐ मुसाफिर; चाहे रास्ता हो कठिन और मंज़िल हो दूर; चाहे ना मिले रास्ते में कोई हमसफ़र; फिर… https://t.co/rDRfRftgHR ,,,,,,
bntiwari62, Wed Jan 27 02:03:40 +0000 2021,81.855661,25.4617, 🙏🙏🙏 ,,,,,,
MahendarPawan, Wed Jan 27 02:03:42 +0000 2021,73.87756,26.628415, जय श्री राम सभी को 🙏🚩 ,,,,,,
SunnykPatidar, Wed Jan 27 02:03:44 +0000 2021,73.87756,26.628415, @KailashOnline Shaheb apko sabhi ki janm date yad rahti he thenks.abki bar bangal me bjp ki sarkar banva… https://t.co/rHASBERw5l ,,,,,,
Kishoprajapati, Wed Jan 27 02:03:44 +0000 2021,72.271104,25.003393, अपने जीवन की तुलना किसी के साथ नहीं करनी चाहिए क्योंकि सूर्य और चंद्रमा के बीच कोई तुलना नही जब जिसका वक़्त आता है वो चमकता है ,,,,,,
bharatnila, Wed Jan 27 02:03:47 +0000 2021,82.995517,17.695646, @TV9Bharatvarsh Nothing will happen to Middle class family . They don't want any protest &amp; busy with Mall life styl… https://t.co/j5uNXwaLZQ ,,,,,,
manojsjainca, Wed Jan 27 02:03:48 +0000 2021,72.993251,20.600811, Crying isn't an indication of weakness. Since birth it's always been a sign that you are actually alive. ,,,,,,
_dineshkumawat, Wed Jan 27 02:03:51 +0000 2021,82.584181,19.938705, Now it's 27th of January .....Waiting all the Indian for justice ⚖️ For our national flag 🇮🇳 This was really p… https://t.co/wpZmfUGrAs ,,,,,,
007ashishgupta, Wed Jan 27 02:03:52 +0000 2021,80.867555,27.139758, Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/j6bjqeGE16 ,,,,,,
VASANTH80146871, Wed Jan 27 02:03:54 +0000 2021,77.517136,12.918948, Just posted a video @ Raja Rajeshwari Nagar, Bangalore South https://t.co/ejr9ds6C3F ,,,,,
bhaskarshetty45, Wed Jan 27 02:03:55 +0000 2021,77.556422,13.075209, @rashtrapatibhvn @RakeshTikaitBKU @_YogendraYadav @capt_amarinder @BJP4India @BJPLive @INCIndia @republic… https://t.co/biQXl64nhv ,,,,,,
VijayGurjar1193, Wed Jan 27 02:03:55 +0000 2021,73.87756,26.628415, @preeti7401 https://t.co/fdltDgd1cD ,,,,,,
DeepakK36550352, Wed Jan 27 02:03:56 +0000 2021,80.867555,27.139758, @Sandeepnewsman A ,,,,,,
Anirudh02907859, Wed Jan 27 02:03:57 +0000 2021,83.395746,21.86799, @ramdubey22 #ॐ_गण_गणपतये_नमो_नमः #ॐ_नमः_शिवाय #हर____हर___महादेव #जय____श्री___राम #शुप्रभातम् 🙏🙏 ,,,,,,
jpjugalpatel143, Wed Jan 27 02:03:59 +0000 2021,73.137778,22.768889, #Jpjugalpatel @ Dakor - City of Raja Ranchhod https://t.co/gcIcc9cBH5 ,,,,,,
MohaN14781938, Wed Jan 27 02:04:02 +0000 2021,79.1357,12.927, #D43 @ Vellore https://t.co/DXdvzqbNoh ,,,,,,
DKSINGHYADAV6, Wed Jan 27 02:04:03 +0000 2021,80.867555,27.139758, #savegujaratnre@PMOIndia @nsitharaman @VinodChavdaBJP @JoshiPralhad @SBI_FOUNDATION approve revival plan of our company n save 1000 jobs ,,,,,,
truefaith786, Wed Jan 27 02:04:04 +0000 2021,86.923848,21.519414, O ye men ! worship ur lord who created u &amp; those who were before you, that you may guard against evil.(2:22) Islam… https://t.co/0KNkB5t0w1 ,,,,,
8873Sohan, Wed Jan 27 02:04:05 +0000 2021,85.102038,25.569474, Confidence without clarity is dangerous thing. #NoteToSelf #goodmorning ,,,,,,
PritiSr01869946, Wed Jan 27 02:04:11 +0000 2021,82.453125,24.934993," ""भजन एक ऐसी वस्तु है जो कहने सुनने में नहीं आती है यह किसी तत्वदर्शी महापुरुष द्वारा किसी किसी अनुरागी व्यक्ति के… https://t.co/VC14fhkekH ",,,,,,
raghvendrapatel, Wed Jan 27 02:04:15 +0000 2021,80.158946,23.115596, किसान आंदोलन के नाम पर हुए इस  कृत्य ने  किसान और देश  दोनों के सम्मान को धूमिल किया है। दुखद है ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:04:16 +0000 2021,72.874244,19.17414, @chramsha5 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
PATHMARAGAM19, Wed Jan 27 02:04:16 +0000 2021,80.162177,12.93946, @OndrinaivomVaaஇயக்கத்தின் ஒரு முதிர்ந்த விழுது, கலைஞர் என் பாட்டி ய்யும், என்னையும் உடன்பிறப்பு என்று அழைத்தார்..… https://t.co/rdh2bh6czC ,,,,
bal_tan, Wed Jan 27 02:04:19 +0000 2021,74.165476,16.129802, Just posted a photo @ Dewarde Ajara- Amboli Road https://t.co/dTjfceT8Ta ,,,,,,
AvinashLakkad, Wed Jan 27 02:04:20 +0000 2021,73.180515,22.276914, @beingarun28 सभी किसान नेता  जो पहले से इस आंदोलन को चला रहे हैं उनकी गिरफ्तारीहो और डकैत (टिकैत) एवं @_YogendraYadav  को फांसी हो। ,,,,,,
Aashish31604766, Wed Jan 27 02:04:21 +0000 2021,78.420229,23.970895, आज जो कुछ हुआ, उसे देखते हुए @narendramodi सरकार के धैर्य की तारीफ करनी होगी। उपद्रवियों और उनके सियासी आकाओं की तर… https://t.co/2Q76KAOoPB ,,,,,
shivam0rinkal, Wed Jan 27 02:04:22 +0000 2021,80.867555,27.139758, किसान नही ये शैतान है।गोली मारो सालो को ,,,,,,
Sanjay63995720, Wed Jan 27 02:04:24 +0000 2021,78.483943,17.431465, https://t.co/eN4x92LukT.      A very kind hearted women ,,,,,,
mubarak5274, Wed Jan 27 02:04:24 +0000 2021,85.385683,23.360435, https://t.co/vC1fMzBJvx ,,,,,,
Brajeshjha, Wed Jan 27 02:04:27 +0000 2021,77.556422,13.075209, @KarFireDept  where was this? This is from 27th Jan 21 morning. ,,,,,,
xetri_sushil77, Wed Jan 27 02:04:27 +0000 2021,84.13302,28.39085, उमेर🤗 जुनसुकै होस ❤️जिन्दगी हरेक दिन केही न केही सबक सिकाई नै रहन्छ।🙏 हजुर #शुभ_बिहानी ☕☕❤️ ,,,,,,
Anirudh02907859, Wed Jan 27 02:04:28 +0000 2021,83.395746,21.86799, @Real_Jai21 ऊँ श्री गणेशाय नमः 🙏🙏 शुप्रभातम् जी ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:04:29 +0000 2021,72.874244,19.17414, @shini_zaki @Kiranroshni4 Walequmassalam worehmaitullhi wo baraqatohu wo magfiratohu ,,,,,,
KatikanS, Wed Jan 27 02:04:29 +0000 2021,75.390329,13.177098, Just posted a photo @ Katikan home stay https://t.co/qJFubit91m ,,,,,,
mubarak5274, Wed Jan 27 02:04:29 +0000 2021,85.385683,23.360435, https://t.co/AqAzdGHwMb ,,,,,,
AlageshMec14, Wed Jan 27 02:04:30 +0000 2021,78.2373,11.723148, @itzkarthik_v https://t.co/7zJdczcil5 ,,,,,,
sazographics, Wed Jan 27 02:04:30 +0000 2021,75.968184,22.671482, @BabaStreams Me ,,,,,,
mubarak5274, Wed Jan 27 02:04:30 +0000 2021,85.385683,23.360435, इस वीडियो को देखने के लिए यहां क्लिक करें लिंक पर https://t.co/vC1fMzBJvx ,,,,,,
ArjunGanj, Wed Jan 27 02:04:32 +0000 2021,80.764796,15.893908, 92 ) Save democracy అని బయట తిరగడం రాష్ట్రంలో ప్రజాస్వామ్యాన్ని కాలరాయడం93) ఎర్రచందనం దోపిడీ దారులని కాపాడి కూలీల… https://t.co/ah0PEaQcQQ ,,,,,,
toshituto, Wed Jan 27 02:04:33 +0000 2021,73.515505,4.174034, // paz na alma. gratidão e privilégio. 🙏🏼🙌🏼💙.#maldivas #maldives #maldivesislands #summerislandmaldives… https://t.co/tWMvPQc1cK ,,,,,,
v_santhu, Wed Jan 27 02:04:33 +0000 2021,82.584181,19.938705, @SSSTShirdi Om namo bhagvathea Sai nadhaya Sharanam 🙏 ,,,,,,
AlageshMec14, Wed Jan 27 02:04:34 +0000 2021,78.2373,11.723148, @meena4136 https://t.co/RCJJnV8Ugo ,,,,,,
SwapnilWilliam1, Wed Jan 27 02:04:34 +0000 2021,84.017883,21.860985, @miss_Stetho https://t.co/DRtWp8jGvf ,,,,,,
ajaygorai12345, Wed Jan 27 02:04:35 +0000 2021,85.836571,23.796709, #vande #maataram https://t.co/eqoBXYjlLf ,,,,,,
dasparthap, Wed Jan 27 02:04:41 +0000 2021,74.892357,12.940793, @UtpalBorpujari Wow. Kudos to the authorities 👍👍 ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:04:43 +0000 2021,72.874244,19.17414, @itxMuskan1 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
commandur, Wed Jan 27 02:04:44 +0000 2021,77.941045,12.72127," Till when? Arent life of policemen who are expected to ""watch"" over such unruly rally with a stick in hand any impo… https://t.co/7Ne72pKlyF ",,,,,,
AlageshMec14, Wed Jan 27 02:04:45 +0000 2021,78.2373,11.723148, @renu_offcl https://t.co/pxgQ7ic7qT ,,,,,,
MLMANDOWARA, Wed Jan 27 02:04:46 +0000 2021,73.87756,26.628415, कांग्रेस, लेफ्ट के लोग कहते थे किसानों का आंदोलन चल रहा हैपर दिल्ली की दुर्दशा देख लगती है ये तो गुंडों व देशद्रो… https://t.co/Q7MjWKHxJU ,,,,,
DbaskaranB, Wed Jan 27 02:04:46 +0000 2021,79.143781,12.226928, https://t.co/YURWZebg3I ,,,,,,
dilipdesai1957, Wed Jan 27 02:04:48 +0000 2021,72.636678,22.980927, @RepZoeLofgren  Mam I wrote earlier about U Visa pending bill in house about to increase visa limit from 10000 to 3… https://t.co/Fd4r8UZONn ,,,,,,
Shirazlatiff, Wed Jan 27 02:04:48 +0000 2021,80.764654,7.878661, https://t.co/4BBMJdJAiA only way we can stop trade union blackmailing and ensure clinical work discipline is to get… https://t.co/hMt0AsOqRd ,,,,,,
Arvindra956, Wed Jan 27 02:04:49 +0000 2021,80.867555,27.139758, ये सही था क्या@myogiadityanath @RahulGandhi @yadavakhilesh ,,,,,,
v_santhu, Wed Jan 27 02:04:49 +0000 2021,82.584181,19.938705, @SSSTShirdi Om namo bhagvathea Sai nadhaya Sharanam 🙏 ,,,,,,
AlageshMec14, Wed Jan 27 02:04:50 +0000 2021,78.2373,11.723148, @NahooranA https://t.co/ml9gTVcfGF ,,,,,,
Tamil65283970, Wed Jan 27 02:04:52 +0000 2021,78.289703,10.81879, @BalaAjithAK007 Gd Mrng 🌄#Valimai #ThalaAjith ,,,,,,
AjayCha64956143, Wed Jan 27 02:04:52 +0000 2021,85.880539,22.818388, @ShilpiSinghINC https://t.co/SO9RYZV3yS ,,,,,,
imaalsi, Wed Jan 27 02:04:53 +0000 2021,82.932955,25.373376, @TheQuint Have look my dear anti-nationalist.@TheQuint #RedFort #KhalistaniBreakingRules #TirangaAboveEverything https://t.co/oU02Ef0SKg ,,,,,,
jpjugalpatel143, Wed Jan 27 02:04:53 +0000 2021,73.137778,22.768889, #Jpjugalpatel @ Dakor - City of Raja Ranchhod https://t.co/zz8eINJLIr ,,,,,,
neha_yadav_1947, Wed Jan 27 02:04:53 +0000 2021,80.867555,27.139758, @Kisn_M Follow back दीजिए महाराज जी 🙏🙏 ,,,,,,
BabuRake, Wed Jan 27 02:04:57 +0000 2021,85.811298,25.904119, @ashokgehlot51 Ye LAL kilape kal Kiya ho Raha tha ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:04:59 +0000 2021,72.874244,19.17414, @AchchhiBaate @HijabGi27110200 @Jabie_02 @uz_mak @hijaabiqueenn @Afsara786 @Aliyakh13191916 @DrFatemashaikh1… https://t.co/FBBwGWTLvN ,,,,,,
bjp_kksingh, Wed Jan 27 02:05:01 +0000 2021,84.845167,24.680211, @ThePushpendra_ क़ानून की आँखों पर पट्टी बंधी होती हैं ? ,,,,,,
VigNahar, Wed Jan 27 02:05:01 +0000 2021,80.261806,13.024394, सांप निकल चुका हैलाठी पीटने की रस्म अदा की जा रही है जनता के लिए एक ही रास्ता बचा है, हमेशा की तरह आयोडेक्स मलिए काम पर चलिए ,,,,,
AlageshMec14, Wed Jan 27 02:05:02 +0000 2021,78.2373,11.723148, @vazvinvidiyal https://t.co/W7eUbuBkCV ,,,,,,
pritidevi_sp, Wed Jan 27 02:05:02 +0000 2021,80.867555,27.139758, @UttamCh35735268 @YaduvanshiKT @YadavArunesh @Devendr27730096 @maniyad03897724 @ANKITYADAVMP30 @imGaurav_8… https://t.co/J4JQ7VTDdr ,,,,,,
CmeKashif, Wed Jan 27 02:05:03 +0000 2021,67.042194,24.905076, کسی کو اداس پاو تو اسے نصیحتوں کے بجائے اس کو سن لیا کرو ،احساس سے، محبت سے بنا کس غرض سے  😊#السلام_عليكم #صبح_بخیر_زندگی ,,,,,,
Amankum25715450, Wed Jan 27 02:05:03 +0000 2021,86.520786,25.22269, @anushka_s2 @jyotisingh_s u have no right to say type of statement for anyone.... Every one is priceless in this wo… https://t.co/vftd8h0prF ,,,,,,
pradeep92087065, Wed Jan 27 02:05:08 +0000 2021,80.346063,26.405874, @LambaAlka कांग्रेस का असली चेहरा सामने लाने के लिए दोनों सरकारों का धन्यवाद , देश ने देखा कांग्रेस कैसे पैसे देकर दंगे करवाती है ,,,,,
Ethiraj25048473, Wed Jan 27 02:05:08 +0000 2021,78.941172,12.960325, @bpthilakavathi @Aathiraj8585 @JothilingamK9 @neelavannan_v @subramaniangood @RAKESH48763046 @saattooran… https://t.co/jvOTpwMqSP ,,,,,,
SicairosDavid, Wed Jan 27 02:05:10 +0000 2021,72.895249,19.047889, YOU #Control you. #mindful#dbeastco® #US. . .#madeinAMERICA #USA @ USA https://t.co/Wt7qDCBMDP ,,,,,,
vikrammumbai1, Wed Jan 27 02:05:11 +0000 2021,72.874244,19.17414, @uncanny_piscean Kuthe nighalis? ,,,,,,
ChiragRajagopal, Wed Jan 27 02:05:13 +0000 2021,72.91801,19.377516, Great article busting a lot of assumptions . Must read ,,,,,,
NASIRCISSISTIC, Wed Jan 27 02:05:13 +0000 2021,78.465094,17.388649, @vodkaandsins Future predict karrai unloga ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:05:13 +0000 2021,72.874244,19.17414, @A_Moiz_Khan Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
aukaat_may_raho, Wed Jan 27 02:05:15 +0000 2021,68.889159,26.116357, @shama_said_so_ Bas Hoegya ab second attempt ma aage Marks✌️✌️✌️ ,,,,,,
SANTOSH02343637, Wed Jan 27 02:05:16 +0000 2021,72.789105,21.171369, @MamataOfficial किसान आंदोलन के दौरान हुई हिंसा को केंद्र सरकार की जवाबदारी आपने बोला तो बंगाल में जो खून का खेल खे… https://t.co/x7QRG9M93A ,,,,,,
eecpvadodara, Wed Jan 27 02:05:17 +0000 2021,73.180515,22.276914, @ashokepandit He is a dent on India Today group, the management should kick him out ..... the organisation looses its credibility ,,,,,
AlageshMec14, Wed Jan 27 02:05:17 +0000 2021,78.2373,11.723148, @im_Navyaa https://t.co/BTpr1jPP9a ,,,,,,
anjani108, Wed Jan 27 02:05:18 +0000 2021,87.428793,25.779456, @saravanakr_n Good morning sir 🙏🙏 ,,,,,,
shashikantsriv8, Wed Jan 27 02:05:19 +0000 2021,80.867555,27.139758, भारत में लोकतंत्र कम लाठीतंत्र और लंठतंत्र ज्यादा है, केन्द्र और राज्य सरकारें जितनी जल्दी इनका दमन करें भारत देश… https://t.co/cda4HQdMwG ,,,,,
ZuberBeg15, Wed Jan 27 02:05:21 +0000 2021,76.771244,18.817911, بیشک ,,,,,,
